date,GROUP,Interest,REGION
2015-09-20,Kohh,21,JP
2015-09-27,Kohh,23,JP
2015-10-04,Kohh,35,JP
2015-10-11,Kohh,56,JP
2015-10-18,Kohh,52,JP
2015-10-25,Kohh,42,JP
2015-11-01,Kohh,29,JP
2015-11-08,Kohh,65,JP
2015-11-15,Kohh,53,JP
2015-11-22,Kohh,18,JP
2015-11-29,Kohh,60,JP
2015-12-06,Kohh,35,JP
2015-12-13,Kohh,85,JP
2015-12-20,Kohh,36,JP
2015-12-27,Kohh,46,JP
2016-01-03,Kohh,42,JP
2016-01-10,Kohh,36,JP
2016-01-17,Kohh,18,JP
2016-01-24,Kohh,18,JP
2016-01-31,Kohh,36,JP
2016-02-07,Kohh,35,JP
2016-02-14,Kohh,59,JP
2016-02-21,Kohh,60,JP
2016-02-28,Kohh,37,JP
2016-03-06,Kohh,70,JP
2016-03-13,Kohh,46,JP
2016-03-20,Kohh,33,JP
2016-03-27,Kohh,41,JP
2016-04-03,Kohh,36,JP
2016-04-10,Kohh,46,JP
2016-04-17,Kohh,51,JP
2016-04-24,Kohh,55,JP
2016-05-01,Kohh,29,JP
2016-05-08,Kohh,12,JP
2016-05-15,Kohh,44,JP
2016-05-22,Kohh,13,JP
2016-05-29,Kohh,45,JP
2016-06-05,Kohh,82,JP
2016-06-12,Kohh,45,JP
2016-06-19,Kohh,57,JP
2016-06-26,Kohh,64,JP
2016-07-03,Kohh,52,JP
2016-07-10,Kohh,33,JP
2016-07-17,Kohh,38,JP
2016-07-24,Kohh,58,JP
2016-07-31,Kohh,33,JP
2016-08-07,Kohh,60,JP
2016-08-14,Kohh,45,JP
2016-08-21,Kohh,38,JP
2016-08-28,Kohh,26,JP
2016-09-04,Kohh,20,JP
2016-09-11,Kohh,20,JP
2016-09-18,Kohh,24,JP
2016-09-25,Kohh,80,JP
2016-10-02,Kohh,60,JP
2016-10-09,Kohh,27,JP
2016-10-16,Kohh,40,JP
2016-10-23,Kohh,40,JP
2016-10-30,Kohh,48,JP
2016-11-06,Kohh,14,JP
2016-11-13,Kohh,34,JP
2016-11-20,Kohh,20,JP
2016-11-27,Kohh,13,JP
2016-12-04,Kohh,75,JP
2016-12-11,Kohh,21,JP
2016-12-18,Kohh,13,JP
2016-12-25,Kohh,28,JP
2017-01-01,Kohh,42,JP
2017-01-08,Kohh,66,JP
2017-01-15,Kohh,85,JP
2017-01-22,Kohh,100,JP
2017-01-29,Kohh,40,JP
2017-02-05,Kohh,13,JP
2017-02-12,Kohh,34,JP
2017-02-19,Kohh,27,JP
2017-02-26,Kohh,35,JP
2017-03-05,Kohh,28,JP
2017-03-12,Kohh,14,JP
2017-03-19,Kohh,42,JP
2017-03-26,Kohh,27,JP
2017-04-02,Kohh,54,JP
2017-04-09,Kohh,21,JP
2017-04-16,Kohh,28,JP
2017-04-23,Kohh,14,JP
2017-04-30,Kohh,41,JP
2017-05-07,Kohh,27,JP
2017-05-14,Kohh,35,JP
2017-05-21,Kohh,34,JP
2017-05-28,Kohh,14,JP
2017-06-04,Kohh,14,JP
2017-06-11,Kohh,0,JP
2017-06-18,Kohh,42,JP
2017-06-25,Kohh,21,JP
2017-07-02,Kohh,21,JP
2017-07-09,Kohh,21,JP
2017-07-16,Kohh,34,JP
2017-07-23,Kohh,27,JP
2017-07-30,Kohh,29,JP
2017-08-06,Kohh,19,JP
2017-08-13,Kohh,23,JP
2017-08-20,Kohh,22,JP
2017-08-27,Kohh,19,JP
2017-09-03,Kohh,23,JP
2017-09-10,Kohh,19,JP
2017-09-17,Kohh,24,JP
2017-09-24,Kohh,25,JP
2017-10-01,Kohh,20,JP
2017-10-08,Kohh,22,JP
2017-10-15,Kohh,18,JP
2017-10-22,Kohh,14,JP
2017-10-29,Kohh,17,JP
2017-11-05,Kohh,24,JP
2017-11-12,Kohh,17,JP
2017-11-19,Kohh,19,JP
2017-11-26,Kohh,17,JP
2017-12-03,Kohh,18,JP
2017-12-10,Kohh,20,JP
2017-12-17,Kohh,12,JP
2017-12-24,Kohh,18,JP
2017-12-31,Kohh,15,JP
2018-01-07,Kohh,29,JP
2018-01-14,Kohh,22,JP
2018-01-21,Kohh,20,JP
2018-01-28,Kohh,25,JP
2018-02-04,Kohh,23,JP
2018-02-11,Kohh,15,JP
2018-02-18,Kohh,12,JP
2018-02-25,Kohh,19,JP
2018-03-04,Kohh,20,JP
2018-03-11,Kohh,16,JP
2018-03-18,Kohh,15,JP
2018-03-25,Kohh,17,JP
2018-04-01,Kohh,12,JP
2018-04-08,Kohh,15,JP
2018-04-15,Kohh,16,JP
2018-04-22,Kohh,18,JP
2018-04-29,Kohh,12,JP
2018-05-06,Kohh,16,JP
2018-05-13,Kohh,9,JP
2018-05-20,Kohh,16,JP
2018-05-27,Kohh,14,JP
2018-06-03,Kohh,15,JP
2018-06-10,Kohh,15,JP
2018-06-17,Kohh,11,JP
2018-06-24,Kohh,16,JP
2018-07-01,Kohh,11,JP
2018-07-08,Kohh,10,JP
2018-07-15,Kohh,11,JP
2018-07-22,Kohh,14,JP
2018-07-29,Kohh,12,JP
2018-08-05,Kohh,8,JP
2018-08-12,Kohh,14,JP
2018-08-19,Kohh,8,JP
2018-08-26,Kohh,13,JP
2018-09-02,Kohh,9,JP
2018-09-09,Kohh,14,JP
2018-09-16,Kohh,9,JP
2018-09-23,Kohh,9,JP
2018-09-30,Kohh,14,JP
2018-10-07,Kohh,11,JP
2018-10-14,Kohh,13,JP
2018-10-21,Kohh,11,JP
2018-10-28,Kohh,13,JP
2018-11-04,Kohh,13,JP
2018-11-11,Kohh,29,JP
2018-11-18,Kohh,31,JP
2018-11-25,Kohh,22,JP
2018-12-02,Kohh,20,JP
2018-12-09,Kohh,12,JP
2018-12-16,Kohh,14,JP
2018-12-23,Kohh,15,JP
2018-12-30,Kohh,12,JP
2019-01-06,Kohh,15,JP
2019-01-13,Kohh,13,JP
2019-01-20,Kohh,12,JP
2019-01-27,Kohh,26,JP
2019-02-03,Kohh,24,JP
2019-02-10,Kohh,26,JP
2019-02-17,Kohh,23,JP
2019-02-24,Kohh,18,JP
2019-03-03,Kohh,14,JP
2019-03-10,Kohh,13,JP
2019-03-17,Kohh,13,JP
2019-03-24,Kohh,15,JP
2019-03-31,Kohh,12,JP
2019-04-07,Kohh,20,JP
2019-04-14,Kohh,19,JP
2019-04-21,Kohh,23,JP
2019-04-28,Kohh,16,JP
2019-05-05,Kohh,13,JP
2019-05-12,Kohh,9,JP
2019-05-19,Kohh,3,JP
2019-05-26,Kohh,14,JP
2015-01-04,Vince Staples,0,JP
2015-01-11,Vince Staples,0,JP
2015-01-18,Vince Staples,0,JP
2015-01-25,Vince Staples,0,JP
2015-02-01,Vince Staples,0,JP
2015-02-08,Vince Staples,0,JP
2015-02-15,Vince Staples,0,JP
2015-02-22,Vince Staples,78,JP
2015-03-01,Vince Staples,0,JP
2015-03-08,Vince Staples,0,JP
2015-03-15,Vince Staples,0,JP
2015-03-22,Vince Staples,0,JP
2015-03-29,Vince Staples,0,JP
2015-04-05,Vince Staples,0,JP
2015-04-12,Vince Staples,0,JP
2015-04-19,Vince Staples,0,JP
2015-04-26,Vince Staples,0,JP
2015-05-03,Vince Staples,0,JP
2015-05-10,Vince Staples,0,JP
2015-05-17,Vince Staples,0,JP
2015-05-24,Vince Staples,0,JP
2015-05-31,Vince Staples,0,JP
2015-06-07,Vince Staples,82,JP
2015-06-14,Vince Staples,0,JP
2015-06-21,Vince Staples,0,JP
2015-06-28,Vince Staples,81,JP
2015-07-05,Vince Staples,82,JP
2015-07-12,Vince Staples,0,JP
2015-07-19,Vince Staples,0,JP
2015-07-26,Vince Staples,0,JP
2015-08-02,Vince Staples,0,JP
2015-08-09,Vince Staples,0,JP
2015-08-16,Vince Staples,0,JP
2015-08-23,Vince Staples,77,JP
2015-08-30,Vince Staples,0,JP
2015-09-06,Vince Staples,0,JP
2015-09-13,Vince Staples,0,JP
2015-09-20,Vince Staples,0,JP
2015-09-27,Vince Staples,0,JP
2015-10-04,Vince Staples,0,JP
2015-10-11,Vince Staples,0,JP
2015-10-18,Vince Staples,0,JP
2015-10-25,Vince Staples,0,JP
2015-11-01,Vince Staples,0,JP
2015-11-08,Vince Staples,0,JP
2015-11-15,Vince Staples,0,JP
2015-11-22,Vince Staples,0,JP
2015-11-29,Vince Staples,0,JP
2015-12-06,Vince Staples,0,JP
2015-12-13,Vince Staples,0,JP
2015-12-20,Vince Staples,0,JP
2015-12-27,Vince Staples,0,JP
2016-01-03,Vince Staples,0,JP
2016-01-10,Vince Staples,0,JP
2016-01-17,Vince Staples,0,JP
2016-01-24,Vince Staples,0,JP
2016-01-31,Vince Staples,0,JP
2016-02-07,Vince Staples,0,JP
2016-02-14,Vince Staples,0,JP
2016-02-21,Vince Staples,0,JP
2016-02-28,Vince Staples,0,JP
2016-03-06,Vince Staples,100,JP
2016-03-13,Vince Staples,0,JP
2016-03-20,Vince Staples,0,JP
2016-03-27,Vince Staples,0,JP
2016-04-03,Vince Staples,0,JP
2016-04-10,Vince Staples,82,JP
2016-04-17,Vince Staples,0,JP
2016-04-24,Vince Staples,0,JP
2016-05-01,Vince Staples,0,JP
2016-05-08,Vince Staples,0,JP
2016-05-15,Vince Staples,0,JP
2016-05-22,Vince Staples,0,JP
2016-05-29,Vince Staples,0,JP
2016-06-05,Vince Staples,0,JP
2016-06-12,Vince Staples,0,JP
2016-06-19,Vince Staples,0,JP
2016-06-26,Vince Staples,0,JP
2016-07-03,Vince Staples,0,JP
2016-07-10,Vince Staples,0,JP
2016-07-17,Vince Staples,0,JP
2016-07-24,Vince Staples,0,JP
2016-07-31,Vince Staples,0,JP
2016-08-07,Vince Staples,0,JP
2016-08-14,Vince Staples,0,JP
2016-08-21,Vince Staples,0,JP
2016-08-28,Vince Staples,0,JP
2016-09-04,Vince Staples,0,JP
2016-09-11,Vince Staples,0,JP
2016-09-18,Vince Staples,0,JP
2016-09-25,Vince Staples,0,JP
2016-10-02,Vince Staples,0,JP
2016-10-09,Vince Staples,0,JP
2016-10-16,Vince Staples,0,JP
2016-10-23,Vince Staples,0,JP
2016-10-30,Vince Staples,0,JP
2016-11-06,Vince Staples,0,JP
2016-11-13,Vince Staples,0,JP
2016-11-20,Vince Staples,0,JP
2016-11-27,Vince Staples,0,JP
2016-12-04,Vince Staples,0,JP
2016-12-11,Vince Staples,0,JP
2016-12-18,Vince Staples,0,JP
2016-12-25,Vince Staples,0,JP
2017-01-01,Vince Staples,0,JP
2017-01-08,Vince Staples,0,JP
2017-01-15,Vince Staples,0,JP
2017-01-22,Vince Staples,0,JP
2017-01-29,Vince Staples,0,JP
2017-02-05,Vince Staples,0,JP
2017-02-12,Vince Staples,0,JP
2017-02-19,Vince Staples,96,JP
2017-02-26,Vince Staples,100,JP
2017-03-05,Vince Staples,0,JP
2017-03-12,Vince Staples,0,JP
2017-03-19,Vince Staples,0,JP
2017-03-26,Vince Staples,0,JP
2017-04-02,Vince Staples,0,JP
2017-04-09,Vince Staples,0,JP
2017-04-16,Vince Staples,0,JP
2017-04-23,Vince Staples,0,JP
2017-04-30,Vince Staples,98,JP
2017-05-07,Vince Staples,0,JP
2017-05-14,Vince Staples,0,JP
2017-05-21,Vince Staples,0,JP
2017-05-28,Vince Staples,0,JP
2017-06-04,Vince Staples,0,JP
2017-06-11,Vince Staples,99,JP
2017-06-18,Vince Staples,0,JP
2017-06-25,Vince Staples,0,JP
2017-07-02,Vince Staples,100,JP
2017-07-09,Vince Staples,0,JP
2017-07-16,Vince Staples,0,JP
2017-07-23,Vince Staples,0,JP
2017-07-30,Vince Staples,35,JP
2017-08-06,Vince Staples,0,JP
2017-08-13,Vince Staples,0,JP
2017-08-20,Vince Staples,0,JP
2017-08-27,Vince Staples,7,JP
2017-09-03,Vince Staples,7,JP
2017-09-10,Vince Staples,0,JP
2017-09-17,Vince Staples,7,JP
2017-09-24,Vince Staples,12,JP
2017-10-01,Vince Staples,0,JP
2017-10-08,Vince Staples,0,JP
2017-10-15,Vince Staples,0,JP
2017-10-22,Vince Staples,8,JP
2017-10-29,Vince Staples,8,JP
2017-11-05,Vince Staples,0,JP
2017-11-12,Vince Staples,0,JP
2017-11-19,Vince Staples,9,JP
2017-11-26,Vince Staples,0,JP
2017-12-03,Vince Staples,17,JP
2017-12-10,Vince Staples,8,JP
2017-12-17,Vince Staples,8,JP
2017-12-24,Vince Staples,0,JP
2017-12-31,Vince Staples,15,JP
2018-01-07,Vince Staples,8,JP
2018-01-14,Vince Staples,16,JP
2018-01-21,Vince Staples,8,JP
2018-01-28,Vince Staples,8,JP
2018-02-04,Vince Staples,0,JP
2018-02-11,Vince Staples,8,JP
2018-02-18,Vince Staples,0,JP
2018-02-25,Vince Staples,8,JP
2018-03-04,Vince Staples,25,JP
2018-03-11,Vince Staples,0,JP
2018-03-18,Vince Staples,0,JP
2018-03-25,Vince Staples,8,JP
2018-04-01,Vince Staples,0,JP
2018-04-08,Vince Staples,0,JP
2018-04-15,Vince Staples,0,JP
2018-04-22,Vince Staples,0,JP
2018-04-29,Vince Staples,0,JP
2018-05-06,Vince Staples,8,JP
2018-05-13,Vince Staples,0,JP
2018-05-20,Vince Staples,0,JP
2018-05-27,Vince Staples,8,JP
2018-06-03,Vince Staples,0,JP
2018-06-10,Vince Staples,0,JP
2018-06-17,Vince Staples,0,JP
2018-06-24,Vince Staples,0,JP
2018-07-01,Vince Staples,11,JP
2018-07-08,Vince Staples,0,JP
2018-07-15,Vince Staples,7,JP
2018-07-22,Vince Staples,0,JP
2018-07-29,Vince Staples,0,JP
2018-08-05,Vince Staples,0,JP
2018-08-12,Vince Staples,0,JP
2018-08-19,Vince Staples,0,JP
2018-08-26,Vince Staples,7,JP
2018-09-02,Vince Staples,0,JP
2018-09-09,Vince Staples,0,JP
2018-09-16,Vince Staples,0,JP
2018-09-23,Vince Staples,7,JP
2018-09-30,Vince Staples,6,JP
2018-10-07,Vince Staples,6,JP
2018-10-14,Vince Staples,6,JP
2018-10-21,Vince Staples,6,JP
2018-10-28,Vince Staples,0,JP
2018-11-04,Vince Staples,11,JP
2018-11-11,Vince Staples,6,JP
2018-11-18,Vince Staples,5,JP
2018-11-25,Vince Staples,0,JP
2018-12-02,Vince Staples,5,JP
2018-12-09,Vince Staples,5,JP
2018-12-16,Vince Staples,0,JP
2018-12-23,Vince Staples,5,JP
2018-12-30,Vince Staples,0,JP
2019-01-06,Vince Staples,10,JP
2019-01-13,Vince Staples,5,JP
2019-01-20,Vince Staples,5,JP
2019-01-27,Vince Staples,0,JP
2019-02-03,Vince Staples,5,JP
2019-02-10,Vince Staples,0,JP
2019-02-17,Vince Staples,5,JP
2019-02-24,Vince Staples,0,JP
2019-03-03,Vince Staples,0,JP
2019-03-10,Vince Staples,0,JP
2019-03-17,Vince Staples,0,JP
2019-03-24,Vince Staples,6,JP
2019-03-31,Vince Staples,0,JP
2019-04-07,Vince Staples,5,JP
2019-04-14,Vince Staples,5,JP
2019-04-21,Vince Staples,5,JP
2019-04-28,Vince Staples,4,JP
2019-05-05,Vince Staples,5,JP
2019-05-12,Vince Staples,0,JP
2019-05-19,Vince Staples,0,JP
2019-05-26,Vince Staples,16,JP
2015-01-04,Higher Brothers,0,JP
2015-01-11,Higher Brothers,0,JP
2015-01-18,Higher Brothers,0,JP
2015-01-25,Higher Brothers,0,JP
2015-02-01,Higher Brothers,0,JP
2015-02-08,Higher Brothers,0,JP
2015-02-15,Higher Brothers,0,JP
2015-02-22,Higher Brothers,0,JP
2015-03-01,Higher Brothers,51,JP
2015-03-08,Higher Brothers,0,JP
2015-03-15,Higher Brothers,0,JP
2015-03-22,Higher Brothers,0,JP
2015-03-29,Higher Brothers,0,JP
2015-04-05,Higher Brothers,0,JP
2015-04-12,Higher Brothers,0,JP
2015-04-19,Higher Brothers,0,JP
2015-04-26,Higher Brothers,0,JP
2015-05-03,Higher Brothers,0,JP
2015-05-10,Higher Brothers,0,JP
2015-05-17,Higher Brothers,0,JP
2015-05-24,Higher Brothers,0,JP
2015-05-31,Higher Brothers,0,JP
2015-06-07,Higher Brothers,0,JP
2015-06-14,Higher Brothers,0,JP
2015-06-21,Higher Brothers,0,JP
2015-06-28,Higher Brothers,0,JP
2015-07-05,Higher Brothers,0,JP
2015-07-12,Higher Brothers,0,JP
2015-07-19,Higher Brothers,51,JP
2015-07-26,Higher Brothers,0,JP
2015-08-02,Higher Brothers,0,JP
2015-08-09,Higher Brothers,0,JP
2015-08-16,Higher Brothers,0,JP
2015-08-23,Higher Brothers,0,JP
2015-08-30,Higher Brothers,0,JP
2015-09-06,Higher Brothers,0,JP
2015-09-13,Higher Brothers,0,JP
2015-09-20,Higher Brothers,0,JP
2015-09-27,Higher Brothers,0,JP
2015-10-04,Higher Brothers,0,JP
2015-10-11,Higher Brothers,0,JP
2015-10-18,Higher Brothers,0,JP
2015-10-25,Higher Brothers,0,JP
2015-11-01,Higher Brothers,0,JP
2015-11-08,Higher Brothers,100,JP
2015-11-15,Higher Brothers,54,JP
2015-11-22,Higher Brothers,0,JP
2015-11-29,Higher Brothers,0,JP
2015-12-06,Higher Brothers,0,JP
2015-12-13,Higher Brothers,0,JP
2015-12-20,Higher Brothers,0,JP
2015-12-27,Higher Brothers,0,JP
2016-01-03,Higher Brothers,0,JP
2016-01-10,Higher Brothers,0,JP
2016-01-17,Higher Brothers,0,JP
2016-01-24,Higher Brothers,0,JP
2016-01-31,Higher Brothers,0,JP
2016-02-07,Higher Brothers,0,JP
2016-02-14,Higher Brothers,0,JP
2016-02-21,Higher Brothers,0,JP
2016-02-28,Higher Brothers,0,JP
2016-03-06,Higher Brothers,0,JP
2016-03-13,Higher Brothers,0,JP
2016-03-20,Higher Brothers,0,JP
2016-03-27,Higher Brothers,0,JP
2016-04-03,Higher Brothers,0,JP
2016-04-10,Higher Brothers,0,JP
2016-04-17,Higher Brothers,0,JP
2016-04-24,Higher Brothers,0,JP
2016-05-01,Higher Brothers,0,JP
2016-05-08,Higher Brothers,0,JP
2016-05-15,Higher Brothers,0,JP
2016-05-22,Higher Brothers,0,JP
2016-05-29,Higher Brothers,0,JP
2016-06-05,Higher Brothers,0,JP
2016-06-12,Higher Brothers,0,JP
2016-06-19,Higher Brothers,0,JP
2016-06-26,Higher Brothers,0,JP
2016-07-03,Higher Brothers,0,JP
2016-07-10,Higher Brothers,0,JP
2016-07-17,Higher Brothers,0,JP
2016-07-24,Higher Brothers,0,JP
2016-07-31,Higher Brothers,61,JP
2016-08-07,Higher Brothers,0,JP
2016-08-14,Higher Brothers,0,JP
2016-08-21,Higher Brothers,0,JP
2016-08-28,Higher Brothers,0,JP
2016-09-04,Higher Brothers,0,JP
2016-09-11,Higher Brothers,0,JP
2016-09-18,Higher Brothers,56,JP
2016-09-25,Higher Brothers,0,JP
2016-10-02,Higher Brothers,0,JP
2016-10-09,Higher Brothers,0,JP
2016-10-16,Higher Brothers,0,JP
2016-10-23,Higher Brothers,0,JP
2016-10-30,Higher Brothers,0,JP
2016-11-06,Higher Brothers,66,JP
2016-11-13,Higher Brothers,0,JP
2016-11-20,Higher Brothers,62,JP
2016-11-27,Higher Brothers,0,JP
2016-12-04,Higher Brothers,0,JP
2016-12-11,Higher Brothers,0,JP
2016-12-18,Higher Brothers,0,JP
2016-12-25,Higher Brothers,0,JP
2017-01-01,Higher Brothers,0,JP
2017-01-08,Higher Brothers,0,JP
2017-01-15,Higher Brothers,0,JP
2017-01-22,Higher Brothers,0,JP
2017-01-29,Higher Brothers,0,JP
2017-02-05,Higher Brothers,0,JP
2017-02-12,Higher Brothers,0,JP
2017-02-19,Higher Brothers,0,JP
2017-02-26,Higher Brothers,0,JP
2017-03-05,Higher Brothers,0,JP
2017-03-12,Higher Brothers,0,JP
2017-03-19,Higher Brothers,0,JP
2017-03-26,Higher Brothers,0,JP
2017-04-02,Higher Brothers,0,JP
2017-04-09,Higher Brothers,0,JP
2017-04-16,Higher Brothers,0,JP
2017-04-23,Higher Brothers,0,JP
2017-04-30,Higher Brothers,0,JP
2017-05-07,Higher Brothers,0,JP
2017-05-14,Higher Brothers,0,JP
2017-05-21,Higher Brothers,63,JP
2017-05-28,Higher Brothers,0,JP
2017-06-04,Higher Brothers,0,JP
2017-06-11,Higher Brothers,0,JP
2017-06-18,Higher Brothers,0,JP
2017-06-25,Higher Brothers,65,JP
2017-07-02,Higher Brothers,65,JP
2017-07-09,Higher Brothers,0,JP
2017-07-16,Higher Brothers,0,JP
2017-07-23,Higher Brothers,0,JP
2017-07-30,Higher Brothers,0,JP
2017-08-06,Higher Brothers,5,JP
2017-08-13,Higher Brothers,4,JP
2017-08-20,Higher Brothers,9,JP
2017-08-27,Higher Brothers,9,JP
2017-09-03,Higher Brothers,7,JP
2017-09-10,Higher Brothers,5,JP
2017-09-17,Higher Brothers,5,JP
2017-09-24,Higher Brothers,0,JP
2017-10-01,Higher Brothers,5,JP
2017-10-08,Higher Brothers,5,JP
2017-10-15,Higher Brothers,5,JP
2017-10-22,Higher Brothers,11,JP
2017-10-29,Higher Brothers,11,JP
2017-11-05,Higher Brothers,0,JP
2017-11-12,Higher Brothers,0,JP
2017-11-19,Higher Brothers,6,JP
2017-11-26,Higher Brothers,6,JP
2017-12-03,Higher Brothers,11,JP
2017-12-10,Higher Brothers,5,JP
2017-12-17,Higher Brothers,5,JP
2017-12-24,Higher Brothers,5,JP
2017-12-31,Higher Brothers,0,JP
2018-01-07,Higher Brothers,7,JP
2018-01-14,Higher Brothers,10,JP
2018-01-21,Higher Brothers,10,JP
2018-01-28,Higher Brothers,5,JP
2018-02-04,Higher Brothers,8,JP
2018-02-11,Higher Brothers,5,JP
2018-02-18,Higher Brothers,5,JP
2018-02-25,Higher Brothers,0,JP
2018-03-04,Higher Brothers,5,JP
2018-03-11,Higher Brothers,0,JP
2018-03-18,Higher Brothers,0,JP
2018-03-25,Higher Brothers,5,JP
2018-04-01,Higher Brothers,0,JP
2018-04-08,Higher Brothers,8,JP
2018-04-15,Higher Brothers,11,JP
2018-04-22,Higher Brothers,0,JP
2018-04-29,Higher Brothers,0,JP
2018-05-06,Higher Brothers,5,JP
2018-05-13,Higher Brothers,5,JP
2018-05-20,Higher Brothers,8,JP
2018-05-27,Higher Brothers,15,JP
2018-06-03,Higher Brothers,8,JP
2018-06-10,Higher Brothers,7,JP
2018-06-17,Higher Brothers,0,JP
2018-06-24,Higher Brothers,0,JP
2018-07-01,Higher Brothers,0,JP
2018-07-08,Higher Brothers,14,JP
2018-07-15,Higher Brothers,0,JP
2018-07-22,Higher Brothers,5,JP
2018-07-29,Higher Brothers,9,JP
2018-08-05,Higher Brothers,5,JP
2018-08-12,Higher Brothers,5,JP
2018-08-19,Higher Brothers,5,JP
2018-08-26,Higher Brothers,9,JP
2018-09-02,Higher Brothers,0,JP
2018-09-09,Higher Brothers,5,JP
2018-09-16,Higher Brothers,5,JP
2018-09-23,Higher Brothers,9,JP
2018-09-30,Higher Brothers,4,JP
2018-10-07,Higher Brothers,4,JP
2018-10-14,Higher Brothers,11,JP
2018-10-21,Higher Brothers,4,JP
2018-10-28,Higher Brothers,6,JP
2018-11-04,Higher Brothers,3,JP
2018-11-11,Higher Brothers,5,JP
2018-11-18,Higher Brothers,0,JP
2018-11-25,Higher Brothers,4,JP
2018-12-02,Higher Brothers,3,JP
2018-12-09,Higher Brothers,11,JP
2018-12-16,Higher Brothers,5,JP
2018-12-23,Higher Brothers,3,JP
2018-12-30,Higher Brothers,5,JP
2019-01-06,Higher Brothers,8,JP
2019-01-13,Higher Brothers,0,JP
2019-01-20,Higher Brothers,3,JP
2019-01-27,Higher Brothers,6,JP
2019-02-03,Higher Brothers,0,JP
2019-02-10,Higher Brothers,9,JP
2019-02-17,Higher Brothers,3,JP
2019-02-24,Higher Brothers,5,JP
2019-03-03,Higher Brothers,5,JP
2019-03-10,Higher Brothers,6,JP
2019-03-17,Higher Brothers,3,JP
2019-03-24,Higher Brothers,6,JP
2019-03-31,Higher Brothers,6,JP
2019-04-07,Higher Brothers,3,JP
2019-04-14,Higher Brothers,3,JP
2019-04-21,Higher Brothers,6,JP
2019-04-28,Higher Brothers,8,JP
2019-05-05,Higher Brothers,7,JP
2019-05-12,Higher Brothers,0,JP
2019-05-19,Higher Brothers,0,JP
2019-05-26,Higher Brothers,0,JP
2015-01-04,Keith Ape,14,US
2015-01-11,Keith Ape,18,US
2015-01-18,Keith Ape,11,US
2015-01-25,Keith Ape,15,US
2015-02-01,Keith Ape,63,US
2015-02-08,Keith Ape,76,US
2015-02-15,Keith Ape,59,US
2015-02-22,Keith Ape,44,US
2015-03-01,Keith Ape,46,US
2015-03-08,Keith Ape,27,US
2015-03-15,Keith Ape,34,US
2015-03-22,Keith Ape,37,US
2015-03-29,Keith Ape,29,US
2015-04-05,Keith Ape,34,US
2015-04-12,Keith Ape,16,US
2015-04-19,Keith Ape,26,US
2015-04-26,Keith Ape,27,US
2015-05-03,Keith Ape,23,US
2015-05-10,Keith Ape,19,US
2015-05-17,Keith Ape,32,US
2015-05-24,Keith Ape,24,US
2015-05-31,Keith Ape,26,US
2015-06-07,Keith Ape,12,US
2015-06-14,Keith Ape,19,US
2015-06-21,Keith Ape,9,US
2015-06-28,Keith Ape,6,US
2015-07-05,Keith Ape,18,US
2015-07-12,Keith Ape,31,US
2015-07-19,Keith Ape,22,US
2015-07-26,Keith Ape,100,US
2015-08-02,Keith Ape,54,US
2015-08-09,Keith Ape,36,US
2015-08-16,Keith Ape,55,US
2015-08-23,Keith Ape,20,US
2015-08-30,Keith Ape,41,US
2015-09-06,Keith Ape,35,US
2015-09-13,Keith Ape,24,US
2015-09-20,Keith Ape,30,US
2015-09-27,Keith Ape,26,US
2015-10-04,Keith Ape,26,US
2015-10-11,Keith Ape,17,US
2015-10-18,Keith Ape,21,US
2015-10-25,Keith Ape,34,US
2015-11-01,Keith Ape,25,US
2015-11-08,Keith Ape,28,US
2015-11-15,Keith Ape,51,US
2015-11-22,Keith Ape,44,US
2015-11-29,Keith Ape,31,US
2015-12-06,Keith Ape,44,US
2015-12-13,Keith Ape,42,US
2015-12-20,Keith Ape,23,US
2015-12-27,Keith Ape,35,US
2016-01-03,Keith Ape,20,US
2016-01-10,Keith Ape,25,US
2016-01-17,Keith Ape,30,US
2016-01-24,Keith Ape,44,US
2016-01-31,Keith Ape,27,US
2016-02-07,Keith Ape,38,US
2016-02-14,Keith Ape,47,US
2016-02-21,Keith Ape,38,US
2016-02-28,Keith Ape,18,US
2016-03-06,Keith Ape,23,US
2016-03-13,Keith Ape,35,US
2016-03-20,Keith Ape,41,US
2016-03-27,Keith Ape,21,US
2016-04-03,Keith Ape,34,US
2016-04-10,Keith Ape,21,US
2016-04-17,Keith Ape,40,US
2016-04-24,Keith Ape,22,US
2016-05-01,Keith Ape,28,US
2016-05-08,Keith Ape,22,US
2016-05-15,Keith Ape,18,US
2016-05-22,Keith Ape,22,US
2016-05-29,Keith Ape,22,US
2016-06-05,Keith Ape,13,US
2016-06-12,Keith Ape,15,US
2016-06-19,Keith Ape,12,US
2016-06-26,Keith Ape,25,US
2016-07-03,Keith Ape,13,US
2016-07-10,Keith Ape,14,US
2016-07-17,Keith Ape,32,US
2016-07-24,Keith Ape,35,US
2016-07-31,Keith Ape,25,US
2016-08-07,Keith Ape,27,US
2016-08-14,Keith Ape,54,US
2016-08-21,Keith Ape,62,US
2016-08-28,Keith Ape,57,US
2016-09-04,Keith Ape,51,US
2016-09-11,Keith Ape,35,US
2016-09-18,Keith Ape,27,US
2016-09-25,Keith Ape,39,US
2016-10-02,Keith Ape,30,US
2016-10-09,Keith Ape,33,US
2016-10-16,Keith Ape,23,US
2016-10-23,Keith Ape,20,US
2016-10-30,Keith Ape,16,US
