date,GROUP,Interest,REGION
2019-04-07,Vince Staples,12,GLOBAL
2019-04-14,Vince Staples,12,GLOBAL
2019-04-21,Vince Staples,11,GLOBAL
2019-04-28,Vince Staples,12,GLOBAL
2019-05-05,Vince Staples,13,GLOBAL
2019-05-12,Vince Staples,14,GLOBAL
2019-05-19,Vince Staples,11,GLOBAL
2019-05-26,Vince Staples,11,GLOBAL
2015-01-04,Higher Brothers,11,GLOBAL
2015-01-11,Higher Brothers,29,GLOBAL
2015-01-18,Higher Brothers,25,GLOBAL
2015-01-25,Higher Brothers,24,GLOBAL
2015-02-01,Higher Brothers,14,GLOBAL
2015-02-08,Higher Brothers,21,GLOBAL
2015-02-15,Higher Brothers,18,GLOBAL
2015-02-22,Higher Brothers,14,GLOBAL
2015-03-01,Higher Brothers,11,GLOBAL
2015-03-08,Higher Brothers,25,GLOBAL
2015-03-15,Higher Brothers,14,GLOBAL
2015-03-22,Higher Brothers,14,GLOBAL
2015-03-29,Higher Brothers,11,GLOBAL
2015-04-05,Higher Brothers,15,GLOBAL
2015-04-12,Higher Brothers,22,GLOBAL
2015-04-19,Higher Brothers,11,GLOBAL
2015-04-26,Higher Brothers,18,GLOBAL
2015-05-03,Higher Brothers,18,GLOBAL
2015-05-10,Higher Brothers,11,GLOBAL
2015-05-17,Higher Brothers,7,GLOBAL
2015-05-24,Higher Brothers,21,GLOBAL
2015-05-31,Higher Brothers,7,GLOBAL
2015-06-07,Higher Brothers,18,GLOBAL
2015-06-14,Higher Brothers,25,GLOBAL
2015-06-21,Higher Brothers,11,GLOBAL
2015-06-28,Higher Brothers,22,GLOBAL
2015-07-05,Higher Brothers,15,GLOBAL
2015-07-12,Higher Brothers,15,GLOBAL
2015-07-19,Higher Brothers,19,GLOBAL
2015-07-26,Higher Brothers,7,GLOBAL
2015-08-02,Higher Brothers,11,GLOBAL
2015-08-09,Higher Brothers,11,GLOBAL
2015-08-16,Higher Brothers,11,GLOBAL
2015-08-23,Higher Brothers,22,GLOBAL
2015-08-30,Higher Brothers,15,GLOBAL
2015-09-06,Higher Brothers,22,GLOBAL
2015-09-13,Higher Brothers,21,GLOBAL
2015-09-20,Higher Brothers,14,GLOBAL
2015-09-27,Higher Brothers,11,GLOBAL
2015-10-04,Higher Brothers,7,GLOBAL
2015-10-11,Higher Brothers,21,GLOBAL
2015-10-18,Higher Brothers,10,GLOBAL
2015-10-25,Higher Brothers,7,GLOBAL
2015-11-01,Higher Brothers,10,GLOBAL
2015-11-08,Higher Brothers,17,GLOBAL
2015-11-15,Higher Brothers,7,GLOBAL
2015-11-22,Higher Brothers,21,GLOBAL
2015-11-29,Higher Brothers,14,GLOBAL
2015-12-06,Higher Brothers,17,GLOBAL
2015-12-13,Higher Brothers,10,GLOBAL
2015-12-20,Higher Brothers,7,GLOBAL
2015-12-27,Higher Brothers,30,GLOBAL
2016-01-03,Higher Brothers,18,GLOBAL
2016-01-10,Higher Brothers,14,GLOBAL
2016-01-17,Higher Brothers,10,GLOBAL
2016-01-24,Higher Brothers,27,GLOBAL
2016-01-31,Higher Brothers,14,GLOBAL
2016-02-07,Higher Brothers,14,GLOBAL
2016-02-14,Higher Brothers,7,GLOBAL
2016-02-21,Higher Brothers,21,GLOBAL
2016-02-28,Higher Brothers,0,GLOBAL
2016-03-06,Higher Brothers,20,GLOBAL
2016-03-13,Higher Brothers,24,GLOBAL
2016-03-20,Higher Brothers,7,GLOBAL
2016-03-27,Higher Brothers,6,GLOBAL
2016-04-03,Higher Brothers,13,GLOBAL
2016-04-10,Higher Brothers,13,GLOBAL
2016-04-17,Higher Brothers,7,GLOBAL
2016-04-24,Higher Brothers,17,GLOBAL
2016-05-01,Higher Brothers,7,GLOBAL
2016-05-08,Higher Brothers,11,GLOBAL
2016-05-15,Higher Brothers,7,GLOBAL
2016-05-22,Higher Brothers,18,GLOBAL
2016-05-29,Higher Brothers,7,GLOBAL
2016-06-05,Higher Brothers,18,GLOBAL
2016-06-12,Higher Brothers,15,GLOBAL
2016-06-19,Higher Brothers,8,GLOBAL
2016-06-26,Higher Brothers,11,GLOBAL
2016-07-03,Higher Brothers,8,GLOBAL
2016-07-10,Higher Brothers,19,GLOBAL
2016-07-17,Higher Brothers,0,GLOBAL
2016-07-24,Higher Brothers,15,GLOBAL
2016-07-31,Higher Brothers,15,GLOBAL
2016-08-07,Higher Brothers,19,GLOBAL
2016-08-14,Higher Brothers,15,GLOBAL
2016-08-21,Higher Brothers,11,GLOBAL
2016-08-28,Higher Brothers,19,GLOBAL
2016-09-04,Higher Brothers,8,GLOBAL
2016-09-11,Higher Brothers,8,GLOBAL
2016-09-18,Higher Brothers,15,GLOBAL
2016-09-25,Higher Brothers,7,GLOBAL
2016-10-02,Higher Brothers,30,GLOBAL
2016-10-09,Higher Brothers,15,GLOBAL
2016-10-16,Higher Brothers,18,GLOBAL
2016-10-23,Higher Brothers,25,GLOBAL
2016-10-30,Higher Brothers,7,GLOBAL
2016-11-06,Higher Brothers,7,GLOBAL
2016-11-13,Higher Brothers,11,GLOBAL
2016-11-20,Higher Brothers,36,GLOBAL
2016-11-27,Higher Brothers,14,GLOBAL
2016-12-04,Higher Brothers,21,GLOBAL
2016-12-11,Higher Brothers,22,GLOBAL
2016-12-18,Higher Brothers,15,GLOBAL
2016-12-25,Higher Brothers,8,GLOBAL
2017-01-01,Higher Brothers,19,GLOBAL
2017-01-08,Higher Brothers,25,GLOBAL
2017-01-15,Higher Brothers,21,GLOBAL
2017-01-22,Higher Brothers,18,GLOBAL
2017-01-29,Higher Brothers,18,GLOBAL
2017-02-05,Higher Brothers,28,GLOBAL
2017-02-12,Higher Brothers,7,GLOBAL
2017-02-19,Higher Brothers,18,GLOBAL
2017-02-26,Higher Brothers,14,GLOBAL
2017-03-05,Higher Brothers,14,GLOBAL
2017-03-12,Higher Brothers,11,GLOBAL
2017-03-19,Higher Brothers,18,GLOBAL
2017-03-26,Higher Brothers,25,GLOBAL
2017-04-02,Higher Brothers,14,GLOBAL
2017-04-09,Higher Brothers,7,GLOBAL
2017-04-16,Higher Brothers,14,GLOBAL
2017-04-23,Higher Brothers,22,GLOBAL
2017-04-30,Higher Brothers,23,GLOBAL
2017-05-07,Higher Brothers,24,GLOBAL
2017-05-14,Higher Brothers,18,GLOBAL
2017-05-21,Higher Brothers,60,GLOBAL
2017-05-28,Higher Brothers,31,GLOBAL
2017-06-04,Higher Brothers,45,GLOBAL
2017-06-11,Higher Brothers,87,GLOBAL
2017-06-18,Higher Brothers,99,GLOBAL
2017-06-25,Higher Brothers,100,GLOBAL
2017-07-02,Higher Brothers,44,GLOBAL
2017-07-09,Higher Brothers,48,GLOBAL
2017-07-16,Higher Brothers,68,GLOBAL
2017-07-23,Higher Brothers,48,GLOBAL
2017-07-30,Higher Brothers,67,GLOBAL
2017-08-06,Higher Brothers,34,GLOBAL
2017-08-13,Higher Brothers,33,GLOBAL
2017-08-20,Higher Brothers,32,GLOBAL
2017-08-27,Higher Brothers,34,GLOBAL
2017-09-03,Higher Brothers,32,GLOBAL
2017-09-10,Higher Brothers,35,GLOBAL
2017-09-17,Higher Brothers,36,GLOBAL
2017-09-24,Higher Brothers,25,GLOBAL
2017-10-01,Higher Brothers,30,GLOBAL
2017-10-08,Higher Brothers,28,GLOBAL
2017-10-15,Higher Brothers,26,GLOBAL
2017-10-22,Higher Brothers,24,GLOBAL
2017-10-29,Higher Brothers,24,GLOBAL
2017-11-05,Higher Brothers,23,GLOBAL
2017-11-12,Higher Brothers,36,GLOBAL
2017-11-19,Higher Brothers,43,GLOBAL
2017-11-26,Higher Brothers,32,GLOBAL
2017-12-03,Higher Brothers,41,GLOBAL
2017-12-10,Higher Brothers,52,GLOBAL
2017-12-17,Higher Brothers,34,GLOBAL
2017-12-24,Higher Brothers,31,GLOBAL
2017-12-31,Higher Brothers,32,GLOBAL
2018-01-07,Higher Brothers,31,GLOBAL
2018-01-14,Higher Brothers,51,GLOBAL
2018-01-21,Higher Brothers,63,GLOBAL
2018-01-28,Higher Brothers,48,GLOBAL
2018-02-04,Higher Brothers,37,GLOBAL
2018-02-11,Higher Brothers,34,GLOBAL
2018-02-18,Higher Brothers,37,GLOBAL
2018-02-25,Higher Brothers,33,GLOBAL
2018-03-04,Higher Brothers,34,GLOBAL
2018-03-11,Higher Brothers,24,GLOBAL
2018-03-18,Higher Brothers,20,GLOBAL
2018-03-25,Higher Brothers,25,GLOBAL
2018-04-01,Higher Brothers,19,GLOBAL
2018-04-08,Higher Brothers,25,GLOBAL
2018-04-15,Higher Brothers,27,GLOBAL
2018-04-22,Higher Brothers,18,GLOBAL
2018-04-29,Higher Brothers,25,GLOBAL
2018-05-06,Higher Brothers,15,GLOBAL
2018-05-13,Higher Brothers,24,GLOBAL
2018-05-20,Higher Brothers,23,GLOBAL
2018-05-27,Higher Brothers,22,GLOBAL
2018-06-03,Higher Brothers,21,GLOBAL
2018-06-10,Higher Brothers,22,GLOBAL
2018-06-17,Higher Brothers,20,GLOBAL
2018-06-24,Higher Brothers,26,GLOBAL
2018-07-01,Higher Brothers,16,GLOBAL
2018-07-08,Higher Brothers,29,GLOBAL
2018-07-15,Higher Brothers,20,GLOBAL
2018-07-22,Higher Brothers,19,GLOBAL
2018-07-29,Higher Brothers,19,GLOBAL
2018-08-05,Higher Brothers,20,GLOBAL
2018-08-12,Higher Brothers,30,GLOBAL
2018-08-19,Higher Brothers,18,GLOBAL
2018-08-26,Higher Brothers,20,GLOBAL
2018-09-02,Higher Brothers,19,GLOBAL
2018-09-09,Higher Brothers,23,GLOBAL
2018-09-16,Higher Brothers,23,GLOBAL
2018-09-23,Higher Brothers,27,GLOBAL
2018-09-30,Higher Brothers,23,GLOBAL
2018-10-07,Higher Brothers,19,GLOBAL
2018-10-14,Higher Brothers,25,GLOBAL
2018-10-21,Higher Brothers,22,GLOBAL
2018-10-28,Higher Brothers,32,GLOBAL
2018-11-04,Higher Brothers,31,GLOBAL
2018-11-11,Higher Brothers,30,GLOBAL
2018-11-18,Higher Brothers,25,GLOBAL
2018-11-25,Higher Brothers,28,GLOBAL
2018-12-02,Higher Brothers,24,GLOBAL
2018-12-09,Higher Brothers,27,GLOBAL
2018-12-16,Higher Brothers,25,GLOBAL
2018-12-23,Higher Brothers,23,GLOBAL
2018-12-30,Higher Brothers,29,GLOBAL
2019-01-06,Higher Brothers,24,GLOBAL
2019-01-13,Higher Brothers,28,GLOBAL
2019-01-20,Higher Brothers,23,GLOBAL
2019-01-27,Higher Brothers,30,GLOBAL
2019-02-03,Higher Brothers,35,GLOBAL
2019-02-10,Higher Brothers,36,GLOBAL
2019-02-17,Higher Brothers,42,GLOBAL
2019-02-24,Higher Brothers,56,GLOBAL
2019-03-03,Higher Brothers,55,GLOBAL
2019-03-10,Higher Brothers,45,GLOBAL
2019-03-17,Higher Brothers,36,GLOBAL
2019-03-24,Higher Brothers,28,GLOBAL
2019-03-31,Higher Brothers,28,GLOBAL
2019-04-07,Higher Brothers,27,GLOBAL
2019-04-14,Higher Brothers,30,GLOBAL
2019-04-21,Higher Brothers,27,GLOBAL
2019-04-28,Higher Brothers,18,GLOBAL
2019-05-05,Higher Brothers,21,GLOBAL
2019-05-12,Higher Brothers,28,GLOBAL
2019-05-19,Higher Brothers,24,GLOBAL
2019-05-26,Higher Brothers,17,GLOBAL
2015-01-04,Keith Ape,21,KR
2015-01-11,Keith Ape,17,KR
2015-01-18,Keith Ape,15,KR
2015-01-25,Keith Ape,0,KR
2015-02-01,Keith Ape,15,KR
2015-02-08,Keith Ape,20,KR
2015-02-15,Keith Ape,11,KR
2015-02-22,Keith Ape,15,KR
2015-03-01,Keith Ape,11,KR
2015-03-08,Keith Ape,21,KR
2015-03-15,Keith Ape,31,KR
2015-03-22,Keith Ape,20,KR
2015-03-29,Keith Ape,29,KR
2015-04-05,Keith Ape,25,KR
2015-04-12,Keith Ape,100,KR
2015-04-19,Keith Ape,20,KR
2015-04-26,Keith Ape,25,KR
2015-05-03,Keith Ape,10,KR
2015-05-10,Keith Ape,20,KR
2015-05-17,Keith Ape,20,KR
2015-05-24,Keith Ape,28,KR
2015-05-31,Keith Ape,23,KR
2015-06-07,Keith Ape,30,KR
2015-06-14,Keith Ape,32,KR
2015-06-21,Keith Ape,23,KR
2015-06-28,Keith Ape,37,KR
2015-07-05,Keith Ape,31,KR
2015-07-12,Keith Ape,44,KR
2015-07-19,Keith Ape,26,KR
2015-07-26,Keith Ape,57,KR
2015-08-02,Keith Ape,40,KR
2015-08-09,Keith Ape,26,KR
2015-08-16,Keith Ape,35,KR
2015-08-23,Keith Ape,27,KR
2015-08-30,Keith Ape,18,KR
2015-09-06,Keith Ape,31,KR
2015-09-13,Keith Ape,13,KR
2015-09-20,Keith Ape,28,KR
2015-09-27,Keith Ape,32,KR
2015-10-04,Keith Ape,22,KR
2015-10-11,Keith Ape,31,KR
2015-10-18,Keith Ape,17,KR
2015-10-25,Keith Ape,35,KR
2015-11-01,Keith Ape,35,KR
2015-11-08,Keith Ape,37,KR
2015-11-15,Keith Ape,17,KR
2015-11-22,Keith Ape,48,KR
2015-11-29,Keith Ape,17,KR
2015-12-06,Keith Ape,17,KR
2015-12-13,Keith Ape,17,KR
2015-12-20,Keith Ape,26,KR
2015-12-27,Keith Ape,9,KR
2016-01-03,Keith Ape,17,KR
2016-01-10,Keith Ape,13,KR
2016-01-17,Keith Ape,25,KR
2016-01-24,Keith Ape,12,KR
2016-01-31,Keith Ape,17,KR
2016-02-07,Keith Ape,13,KR
2016-02-14,Keith Ape,24,KR
2016-02-21,Keith Ape,16,KR
2016-02-28,Keith Ape,25,KR
2016-03-06,Keith Ape,36,KR
2016-03-13,Keith Ape,13,KR
2016-03-20,Keith Ape,33,KR
2016-03-27,Keith Ape,15,KR
2016-04-03,Keith Ape,19,KR
2016-04-10,Keith Ape,7,KR
2016-04-17,Keith Ape,0,KR
2016-04-24,Keith Ape,12,KR
2016-05-01,Keith Ape,16,KR
2016-05-08,Keith Ape,8,KR
2016-05-15,Keith Ape,16,KR
2016-05-22,Keith Ape,23,KR
2016-05-29,Keith Ape,16,KR
2016-06-05,Keith Ape,8,KR
2016-06-12,Keith Ape,12,KR
2016-06-19,Keith Ape,16,KR
2016-06-26,Keith Ape,0,KR
2016-07-03,Keith Ape,24,KR
2016-07-10,Keith Ape,20,KR
2016-07-17,Keith Ape,16,KR
2016-07-24,Keith Ape,28,KR
2016-07-31,Keith Ape,8,KR
2016-08-07,Keith Ape,28,KR
2016-08-14,Keith Ape,24,KR
2016-08-21,Keith Ape,24,KR
2016-08-28,Keith Ape,29,KR
2016-09-04,Keith Ape,20,KR
2016-09-11,Keith Ape,25,KR
2016-09-18,Keith Ape,40,KR
2016-09-25,Keith Ape,23,KR
2016-10-02,Keith Ape,33,KR
2016-10-09,Keith Ape,23,KR
2016-10-16,Keith Ape,22,KR
2016-10-23,Keith Ape,7,KR
2016-10-30,Keith Ape,8,KR
2016-11-06,Keith Ape,7,KR
2016-11-13,Keith Ape,15,KR
2016-11-20,Keith Ape,7,KR
2016-11-27,Keith Ape,15,KR
2016-12-04,Keith Ape,18,KR
2016-12-11,Keith Ape,14,KR
2016-12-18,Keith Ape,7,KR
2016-12-25,Keith Ape,28,KR
2017-01-01,Keith Ape,21,KR
2017-01-08,Keith Ape,7,KR
2017-01-15,Keith Ape,14,KR
2017-01-22,Keith Ape,15,KR
2017-01-29,Keith Ape,11,KR
2017-02-05,Keith Ape,10,KR
2017-02-12,Keith Ape,16,KR
2017-02-19,Keith Ape,6,KR
2017-02-26,Keith Ape,7,KR
2017-03-05,Keith Ape,22,KR
2017-03-12,Keith Ape,14,KR
2017-03-19,Keith Ape,10,KR
2017-03-26,Keith Ape,17,KR
2017-04-02,Keith Ape,20,KR
2017-04-09,Keith Ape,14,KR
2017-04-16,Keith Ape,26,KR
2017-04-23,Keith Ape,14,KR
2017-04-30,Keith Ape,7,KR
2017-05-07,Keith Ape,19,KR
2017-05-14,Keith Ape,37,KR
2017-05-21,Keith Ape,33,KR
2017-05-28,Keith Ape,10,KR
2017-06-04,Keith Ape,19,KR
2017-06-11,Keith Ape,13,KR
2017-06-18,Keith Ape,17,KR
2017-06-25,Keith Ape,7,KR
2017-07-02,Keith Ape,17,KR
2017-07-09,Keith Ape,7,KR
2017-07-16,Keith Ape,10,KR
2017-07-23,Keith Ape,10,KR
2017-07-30,Keith Ape,4,KR
2017-08-06,Keith Ape,4,KR
2017-08-13,Keith Ape,5,KR
2017-08-20,Keith Ape,8,KR
2017-08-27,Keith Ape,7,KR
2017-09-03,Keith Ape,5,KR
2017-09-10,Keith Ape,4,KR
2017-09-17,Keith Ape,6,KR
2017-09-24,Keith Ape,6,KR
2017-10-01,Keith Ape,12,KR
2017-10-08,Keith Ape,7,KR
2017-10-15,Keith Ape,9,KR
2017-10-22,Keith Ape,7,KR
2017-10-29,Keith Ape,5,KR
2017-11-05,Keith Ape,8,KR
2017-11-12,Keith Ape,6,KR
2017-11-19,Keith Ape,4,KR
2017-11-26,Keith Ape,3,KR
2017-12-03,Keith Ape,4,KR
2017-12-10,Keith Ape,5,KR
2017-12-17,Keith Ape,3,KR
2017-12-24,Keith Ape,5,KR
2017-12-31,Keith Ape,3,KR
2018-01-07,Keith Ape,4,KR
2018-01-14,Keith Ape,4,KR
2018-01-21,Keith Ape,5,KR
2018-01-28,Keith Ape,4,KR
2018-02-04,Keith Ape,3,KR
2018-02-11,Keith Ape,3,KR
2018-02-18,Keith Ape,3,KR
2018-02-25,Keith Ape,5,KR
2018-03-04,Keith Ape,6,KR
2018-03-11,Keith Ape,3,KR
2018-03-18,Keith Ape,4,KR
2018-03-25,Keith Ape,4,KR
2018-04-01,Keith Ape,3,KR
2018-04-08,Keith Ape,2,KR
2018-04-15,Keith Ape,3,KR
2018-04-22,Keith Ape,3,KR
2018-04-29,Keith Ape,1,KR
2018-05-06,Keith Ape,2,KR
2018-05-13,Keith Ape,2,KR
2018-05-20,Keith Ape,2,KR
2018-05-27,Keith Ape,2,KR
2018-06-03,Keith Ape,4,KR
2018-06-10,Keith Ape,1,KR
2018-06-17,Keith Ape,5,KR
2018-06-24,Keith Ape,3,KR
2018-07-01,Keith Ape,3,KR
2018-07-08,Keith Ape,2,KR
2018-07-15,Keith Ape,5,KR
2018-07-22,Keith Ape,5,KR
2018-07-29,Keith Ape,3,KR
2018-08-05,Keith Ape,3,KR
2018-08-12,Keith Ape,1,KR
2018-08-19,Keith Ape,1,KR
2018-08-26,Keith Ape,2,KR
2018-09-02,Keith Ape,6,KR
2018-09-09,Keith Ape,4,KR
2018-09-16,Keith Ape,2,KR
2018-09-23,Keith Ape,4,KR
2018-09-30,Keith Ape,1,KR
2018-10-07,Keith Ape,6,KR
2018-10-14,Keith Ape,5,KR
2018-10-21,Keith Ape,4,KR
2018-10-28,Keith Ape,3,KR
2018-11-04,Keith Ape,2,KR
2018-11-11,Keith Ape,1,KR
2018-11-18,Keith Ape,3,KR
2018-11-25,Keith Ape,3,KR
2018-12-02,Keith Ape,4,KR
2018-12-09,Keith Ape,3,KR
2018-12-16,Keith Ape,2,KR
2018-12-23,Keith Ape,1,KR
2018-12-30,Keith Ape,3,KR
2019-01-06,Keith Ape,2,KR
2019-01-13,Keith Ape,3,KR
2019-01-20,Keith Ape,1,KR
2019-01-27,Keith Ape,3,KR
2019-02-03,Keith Ape,1,KR
2019-02-10,Keith Ape,2,KR
2019-02-17,Keith Ape,2,KR
2019-02-24,Keith Ape,2,KR
2019-03-03,Keith Ape,3,KR
2019-03-10,Keith Ape,3,KR
2019-03-17,Keith Ape,2,KR
2019-03-24,Keith Ape,2,KR
2019-03-31,Keith Ape,2,KR
2019-04-07,Keith Ape,1,KR
2019-04-14,Keith Ape,1,KR
2019-04-21,Keith Ape,3,KR
2019-04-28,Keith Ape,2,KR
2019-05-05,Keith Ape,1,KR
2019-05-12,Keith Ape,3,KR
2019-05-19,Keith Ape,3,KR
2019-05-26,Keith Ape,2,KR
2015-01-04,Kohh,0,KR
2015-01-11,Kohh,73,KR
2015-01-18,Kohh,0,KR
2015-01-25,Kohh,63,KR
2015-02-01,Kohh,0,KR
2015-02-08,Kohh,0,KR
2015-02-15,Kohh,0,KR
2015-02-22,Kohh,0,KR
2015-03-01,Kohh,71,KR
2015-03-08,Kohh,0,KR
2015-03-15,Kohh,0,KR
2015-03-22,Kohh,0,KR
2015-03-29,Kohh,0,KR
2015-04-05,Kohh,0,KR
2015-04-12,Kohh,0,KR
2015-04-19,Kohh,0,KR
2015-04-26,Kohh,0,KR
2015-05-03,Kohh,0,KR
2015-05-10,Kohh,0,KR
2015-05-17,Kohh,0,KR
2015-05-24,Kohh,0,KR
2015-05-31,Kohh,0,KR
2015-06-07,Kohh,0,KR
2015-06-14,Kohh,57,KR
2015-06-21,Kohh,0,KR
2015-06-28,Kohh,0,KR
2015-07-05,Kohh,0,KR
2015-07-12,Kohh,0,KR
2015-07-19,Kohh,55,KR
2015-07-26,Kohh,0,KR
2015-08-02,Kohh,0,KR
2015-08-09,Kohh,0,KR
2015-08-16,Kohh,56,KR
2015-08-23,Kohh,0,KR
2015-08-30,Kohh,0,KR
2015-09-06,Kohh,57,KR
2015-09-13,Kohh,0,KR
2015-09-20,Kohh,59,KR
2015-09-27,Kohh,0,KR
2015-10-04,Kohh,0,KR
2015-10-11,Kohh,0,KR
2015-10-18,Kohh,54,KR
2015-10-25,Kohh,0,KR
2015-11-01,Kohh,0,KR
2015-11-08,Kohh,52,KR
2015-11-15,Kohh,0,KR
2015-11-22,Kohh,0,KR
2015-11-29,Kohh,53,KR
2015-12-06,Kohh,0,KR
2015-12-13,Kohh,53,KR
2015-12-20,Kohh,0,KR
2015-12-27,Kohh,0,KR
2016-01-03,Kohh,0,KR
2016-01-10,Kohh,54,KR
2016-01-17,Kohh,0,KR
2016-01-24,Kohh,0,KR
2016-01-31,Kohh,0,KR
2016-02-07,Kohh,0,KR
2016-02-14,Kohh,0,KR
2016-02-21,Kohh,0,KR
2016-02-28,Kohh,53,KR
2016-03-06,Kohh,0,KR
2016-03-13,Kohh,0,KR
2016-03-20,Kohh,0,KR
2016-03-27,Kohh,0,KR
2016-04-03,Kohh,47,KR
2016-04-10,Kohh,0,KR
2016-04-17,Kohh,52,KR
2016-04-24,Kohh,0,KR
2016-05-01,Kohh,50,KR
2016-05-08,Kohh,0,KR
2016-05-15,Kohh,0,KR
2016-05-22,Kohh,0,KR
2016-05-29,Kohh,0,KR
2016-06-05,Kohh,0,KR
2016-06-12,Kohh,77,KR
2016-06-19,Kohh,0,KR
2016-06-26,Kohh,0,KR
2016-07-03,Kohh,0,KR
2016-07-10,Kohh,0,KR
2016-07-17,Kohh,0,KR
2016-07-24,Kohh,0,KR
2016-07-31,Kohh,0,KR
2016-08-07,Kohh,0,KR
2016-08-14,Kohh,0,KR
2016-08-21,Kohh,0,KR
2016-08-28,Kohh,0,KR
2016-09-04,Kohh,100,KR
2016-09-11,Kohh,0,KR
2016-09-18,Kohh,0,KR
2016-09-25,Kohh,49,KR
2016-10-02,Kohh,0,KR
2016-10-09,Kohh,0,KR
2016-10-16,Kohh,0,KR
2016-10-23,Kohh,0,KR
2016-10-30,Kohh,0,KR
2016-11-06,Kohh,0,KR
2016-11-13,Kohh,0,KR
2016-11-20,Kohh,0,KR
2016-11-27,Kohh,0,KR
2016-12-04,Kohh,45,KR
2016-12-11,Kohh,46,KR
2016-12-18,Kohh,45,KR
2016-12-25,Kohh,0,KR
2017-01-01,Kohh,0,KR
2017-01-08,Kohh,44,KR
2017-01-15,Kohh,0,KR
2017-01-22,Kohh,0,KR
2017-01-29,Kohh,0,KR
2017-02-05,Kohh,0,KR
2017-02-12,Kohh,42,KR
2017-02-19,Kohh,0,KR
2017-02-26,Kohh,43,KR
2017-03-05,Kohh,0,KR
2017-03-12,Kohh,0,KR
2017-03-19,Kohh,44,KR
2017-03-26,Kohh,0,KR
2017-04-02,Kohh,0,KR
2017-04-09,Kohh,43,KR
2017-04-16,Kohh,42,KR
2017-04-23,Kohh,0,KR
2017-04-30,Kohh,0,KR
2017-05-07,Kohh,0,KR
2017-05-14,Kohh,0,KR
2017-05-21,Kohh,0,KR
2017-05-28,Kohh,0,KR
2017-06-04,Kohh,0,KR
2017-06-11,Kohh,0,KR
2017-06-18,Kohh,0,KR
2017-06-25,Kohh,0,KR
2017-07-02,Kohh,84,KR
2017-07-09,Kohh,0,KR
2017-07-16,Kohh,0,KR
2017-07-23,Kohh,0,KR
2017-07-30,Kohh,17,KR
2017-08-06,Kohh,7,KR
2017-08-13,Kohh,7,KR
2017-08-20,Kohh,4,KR
2017-08-27,Kohh,0,KR
2017-09-03,Kohh,4,KR
2017-09-10,Kohh,0,KR
2017-09-17,Kohh,0,KR
2017-09-24,Kohh,4,KR
2017-10-01,Kohh,4,KR
2017-10-08,Kohh,4,KR
2017-10-15,Kohh,8,KR
2017-10-22,Kohh,0,KR
2017-10-29,Kohh,4,KR
2017-11-05,Kohh,0,KR
2017-11-12,Kohh,8,KR
2017-11-19,Kohh,4,KR
2017-11-26,Kohh,8,KR
2017-12-03,Kohh,0,KR
2017-12-10,Kohh,4,KR
2017-12-17,Kohh,0,KR
2017-12-24,Kohh,0,KR
2017-12-31,Kohh,4,KR
2018-01-07,Kohh,5,KR
2018-01-14,Kohh,0,KR
2018-01-21,Kohh,0,KR
2018-01-28,Kohh,0,KR
2018-02-04,Kohh,0,KR
2018-02-11,Kohh,0,KR
2018-02-18,Kohh,4,KR
2018-02-25,Kohh,4,KR
2018-03-04,Kohh,0,KR
2018-03-11,Kohh,0,KR
2018-03-18,Kohh,8,KR
2018-03-25,Kohh,4,KR
2018-04-01,Kohh,4,KR
2018-04-08,Kohh,4,KR
2018-04-15,Kohh,4,KR
2018-04-22,Kohh,4,KR
2018-04-29,Kohh,0,KR
2018-05-06,Kohh,4,KR
2018-05-13,Kohh,0,KR
2018-05-20,Kohh,0,KR
2018-05-27,Kohh,4,KR
2018-06-03,Kohh,0,KR
2018-06-10,Kohh,0,KR
2018-06-17,Kohh,0,KR
2018-06-24,Kohh,4,KR
2018-07-01,Kohh,6,KR
2018-07-08,Kohh,14,KR
2018-07-15,Kohh,4,KR
2018-07-22,Kohh,0,KR
2018-07-29,Kohh,4,KR
2018-08-05,Kohh,0,KR
2018-08-12,Kohh,4,KR
2018-08-19,Kohh,0,KR
2018-08-26,Kohh,4,KR
2018-09-02,Kohh,11,KR
2018-09-09,Kohh,0,KR
2018-09-16,Kohh,0,KR
2018-09-23,Kohh,0,KR
2018-09-30,Kohh,0,KR
2018-10-07,Kohh,3,KR
2018-10-14,Kohh,3,KR
2018-10-21,Kohh,3,KR
2018-10-28,Kohh,3,KR
2018-11-04,Kohh,3,KR
2018-11-11,Kohh,0,KR
2018-11-18,Kohh,0,KR
2018-11-25,Kohh,3,KR
2018-12-02,Kohh,0,KR
2018-12-09,Kohh,4,KR
2018-12-16,Kohh,3,KR
2018-12-23,Kohh,3,KR
2018-12-30,Kohh,0,KR
2019-01-06,Kohh,2,KR
2019-01-13,Kohh,2,KR
2019-01-20,Kohh,0,KR
2019-01-27,Kohh,0,KR
2019-02-03,Kohh,2,KR
2019-02-10,Kohh,2,KR
2019-02-17,Kohh,2,KR
2019-02-24,Kohh,0,KR
2019-03-03,Kohh,4,KR
2019-03-10,Kohh,3,KR
2019-03-17,Kohh,3,KR
2019-03-24,Kohh,3,KR
2019-03-31,Kohh,0,KR
2019-04-07,Kohh,5,KR
2019-04-14,Kohh,2,KR
2019-04-21,Kohh,2,KR
2019-04-28,Kohh,2,KR
2019-05-05,Kohh,3,KR
2019-05-12,Kohh,10,KR
2019-05-19,Kohh,0,KR
2019-05-26,Kohh,0,KR
